,Year,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,MCPP,100 Block Address,Longitude,Latitude
987903,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,24XX BLOCK OF 4TH AVE,-122.345702746,47.61641416
987921,2022,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
987931,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,10XX BLOCK OF REPUBLICAN ST,-122.336490221,47.62320194
987950,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF BOREN AVE,-122.334786,47.618187
987958,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
987964,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.3305621,47.62463779
987996,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,THOMAS ST / EASTLAKE AVE E,-122.329142038,47.62082387
988006,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,8XX BLOCK OF REPUBLICAN ST,-122.340403415,47.62321651
988027,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.335871375,47.61910958
988057,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,22XX BLOCK OF 5TH AVE,-122.342424919,47.61564896
988059,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,18XX BLOCK OF 9TH AVE,-122.3337941,47.61522435
988074,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,DEXTER AVE N / HARRISON ST,-122.342371584,47.62205574
988084,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.3411243,47.61488028
988096,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
988125,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
988128,2022,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,5XX BLOCK OF YALE AVE N,-122.330439526,47.6236993
988158,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,4XX BLOCK OF PONTIUS AVE N,-122.331715,47.622544
988180,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
988183,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.348892,47.61916
988195,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,22XX BLOCK OF 8TH AVE,-122.339845,47.617643
988203,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.338470386,47.62028978
988214,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,6XX BLOCK OF WESTLAKE AVE N,-122.338430157,47.6252618
988244,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF 9TH AVE,-122.33379412,47.61522435
988250,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,11XX BLOCK OF MERCER ST,-122.334050615,47.62426596
988297,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,BELL ST / 8TH AVE,-122.340494424,47.61802723
988381,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
988404,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF WESTLAKE AVE N,-122.33847998,47.61911987
988413,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.342386714,47.620304
988430,2022,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
988442,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.342386714,47.620304
988461,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF FAIRVIEW AVE N,-122.334276727,47.62258111
988466,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
988473,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.32916,47.623703
988482,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,5XX BLOCK OF FAIRVIEW AVE N,-122.334282146,47.62371388
988490,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF FAIRVIEW AVE N,-122.334276727,47.62258111
988557,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311221,47.61915025
988588,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,24XX BLOCK OF 4TH AVE,-122.345702746,47.61641416
988613,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
988618,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,6XX BLOCK OF FAIRVIEW AVE N,-122.33431189,47.62490723
988621,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,6XX BLOCK OF STEWART ST,-122.336584689,47.61395514
988665,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,BROAD ST / 4TH AVE N,-122.348858935,47.61974391
988678,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,9TH AVE / LENORA ST,-122.337035946,47.61715418
988680,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,8XX BLOCK OF REPUBLICAN ST,-122.340403415,47.62321651
988705,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 5TH AVE,-122.339823613,47.61411132
988707,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
988740,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,BOREN AVE / STEWART ST,-122.332718161,47.61694494
988767,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,5XX BLOCK OF 5TH AVE N,-122.347576788,47.6239021
988829,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.332942,47.615885
988855,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
988858,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5XX BLOCK OF MINOR AVE N,-122.333003305,47.62369234
988864,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,STEWART ST / DENNY WAY,-122.330722957,47.61849175
988894,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,20XX BLOCK OF FAIRVIEW AVE,-122.334252982,47.6181844
988910,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,JOHN ST / 6TH AVE N,-122.345006757,47.61972992
988974,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
988980,2022,A,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion,26G,SLU/CASCADE,20XX BLOCK OF 8TH AVE,-122.337244415,47.6161057
988981,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,20XX BLOCK OF 7TH AVE,-122.3382951,47.61555441
989001,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
989101,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
989102,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
989180,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5XX BLOCK OF MINOR AVE N,-122.333003305,47.62369234
989185,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.3384704,47.62028978
989196,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,8XX BLOCK OF LENORA ST,-122.337464788,47.61682219
989203,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF 8TH AVE,-122.3346779,47.61450464
989204,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,THOMAS ST / 8TH AVE N,-122.3410765,47.62088393
989207,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3XX BLOCK OF BELL ST,-122.344363961,47.61503675
989228,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
989289,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,5XX BLOCK OF WESTLAKE AVE N,-122.33844084,47.62388075
989335,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,11XX BLOCK OF HARRISON ST,-122.3336337,47.62198666
989336,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,11XX BLOCK OF HARRISON ST,-122.3336337,47.62198666
989378,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,9XX BLOCK OF JOHN ST,-122.337822925,47.6197029
989408,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3RD AVE / WALL ST,-122.347028516,47.61602597
989418,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF JOHN ST,-122.344343387,47.61972448
989419,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,4XX BLOCK OF BOREN AVE N,-122.335842718,47.62261533
989447,2022,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
989461,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
989525,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
989540,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF DENNY WAY,-122.348273162,47.61857372
989550,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,REPUBLICAN ST / 8TH AVE N,-122.341055563,47.62321894
989588,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,6XX BLOCK OF STEWART ST,-122.336584689,47.61395514
989592,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,HARRISON ST / FAIRVIEW AVE N,-122.334274213,47.6219998
989610,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF WESTLAKE AVE,-122.337653877,47.61438941
989622,2022,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,19XX BLOCK OF 5TH AVE,-122.338523508,47.61334267
989716,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF MINOR AVE N,-122.333003305,47.62369234
989722,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.3305621,47.62463779
989724,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.34889207,47.61916009
989744,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
989750,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4TH AVE / WALL ST,-122.346170622,47.61669063
989825,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
989831,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
989878,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
989890,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5TH AVE / VIRGINIA ST,-122.339173567,47.61372707
989896,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
989899,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,6XX BLOCK OF PONTIUS AVE N,-122.331726927,47.62451073
989902,2022,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
989908,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,27XX BLOCK OF 5TH AVE,-122.347418334,47.61850165
989946,2022,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
989979,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,26XX BLOCK OF 5TH AVE,-122.3468612,47.61824079
990028,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.32916,47.623703
990176,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.34238672,47.620304
990235,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,7TH AVE N / DENNY WAY,-122.343650126,47.6185566
990252,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
990263,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF JOHN ST,-122.344343387,47.61972448
990269,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,25XX BLOCK OF 4TH AVE,-122.3466378,47.61696696
990281,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
990312,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.332942,47.615885
990317,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,OLIVE WAY / 5TH AVE,-122.337393601,47.61266535
990335,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,YALE AVE / HOWELL ST,-122.329698785,47.61750462
990347,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.342386714,47.620304
990361,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,STEWART ST / DENNY WAY,-122.330722957,47.61849175
990379,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
990396,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
990407,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF BOREN AVE N,-122.335842718,47.62261533
990422,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,12XX BLOCK OF THOMAS ST,-122.332345086,47.62081538
990430,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
990443,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,7XX BLOCK OF HARRISON ST,-122.343023299,47.62205829
990470,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,9TH AVE N / JOHN ST,-122.339778425,47.61971048
990481,2022,A,PROPERTY,ARSON,Arson,200,SLU/CASCADE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
990482,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
990483,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
990493,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,3XX BLOCK OF BROAD ST,-122.3496067,47.61916268
990530,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,MERCER ST / YALE AVE N,-122.330444351,47.62427541
990545,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,20XX BLOCK OF FAIRVIEW AVE,-122.334252982,47.6181844
990555,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,3XX BLOCK OF BOREN AVE N,-122.335852223,47.62144755
990612,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
990628,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,20XX BLOCK OF FAIRVIEW AVE,-122.334252982,47.6181844
990633,2022,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,SLU/CASCADE,5XX BLOCK OF BELL ST,-122.342645,47.616366
990655,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
990665,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
990673,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.332942,47.615885
990713,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,PONTIUS AVE N / HARRISON ST,-122.331711344,47.62196812
990715,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
990747,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 5TH AVE,-122.339823613,47.61411132
990752,2022,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SLU/CASCADE,STEWART ST / WESTLAKE AVE,-122.337431229,47.61330061
990757,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,6XX BLOCK OF WESTLAKE AVE N,-122.338430157,47.6252618
990766,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,19XX BLOCK OF 9TH AVE,-122.33508605,47.61600093
990795,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,7XX BLOCK OF OLIVE WAY,-122.334616763,47.61382604
990823,2022,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,8XX BLOCK OF HOWELL ST,-122.333645381,47.61445322
990853,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.332942,47.615885
990893,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,18XX BLOCK OF BOREN AVE,-122.332067369,47.61655803
990910,2022,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.335871375,47.61910958
990947,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
990957,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
991030,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.332942,47.615885
991108,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,FAIRVIEW AVE N / REPUBLICAN ST,-122.334279164,47.62316241
991132,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284238,47.61498466
991144,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.3305621,47.62463779
991154,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
991182,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF 5TH AVE N,-122.347606025,47.62032368
991195,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
991266,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
991309,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,3XX BLOCK OF TERRY AVE N,-122.337156287,47.62145271
991341,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,17XX BLOCK OF 7TH AVE,-122.334717535,47.61309798
991347,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,JOHN ST / WESTLAKE AVE N,-122.338475409,47.61970547
991348,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF 6TH AVE N,-122.345006286,47.61914523
991360,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,4XX BLOCK OF LENORA ST,-122.3409034,47.61416338
991415,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,23XX BLOCK OF 7TH AVE,-122.341882,47.617675
991426,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,3RD AVE / CEDAR ST,-122.348897996,47.6171311
991465,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
991537,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE,-122.338451686,47.61833048
991573,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
991618,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
991626,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,19XX BLOCK OF MINOR AVE,-122.332508225,47.61799402
991641,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
